GO_ID	Gene_ID
GO:0000166	419063
GO:0000166	419125
GO:0000166	419187
GO:0000166	419666
GO:0000166	419783
GO:0000166	419872
GO:0000166	419877
GO:0000166	419885
GO:0000166	419957
GO:0000166	419959
GO:0000166	419968
GO:0000166	420032
GO:0000166	420034
GO:0000166	420090
GO:0000166	420105
GO:0000166	420376
GO:0000166	420412
GO:0000166	420483
GO:0000166	420487
GO:0000166	420488
GO:0000166	420504
GO:0000166	420574
GO:0000166	420668
GO:0000166	420689
GO:0000166	420798
GO:0000166	420834
GO:0000166	420883
GO:0000166	421037
GO:0000166	421140
GO:0000166	421169
GO:0000166	421175
GO:0000166	421257
GO:0000166	421291
GO:0000166	421314
GO:0000166	421346
GO:0000166	421481
GO:0000166	421534
GO:0000166	421626
GO:0000166	421790
GO:0000166	421994
GO:0000166	422043
GO:0000166	422087
GO:0000166	422327
GO:0000166	422441
GO:0000166	422491
GO:0000166	422534
GO:0000166	422688
GO:0000166	422792
GO:0000166	422807
GO:0000166	422983
GO:0000166	423086
GO:0000166	423131
GO:0000166	423298
GO:0000166	423382
GO:0000166	423408
GO:0000166	423421
GO:0000166	423437
GO:0000166	423463
GO:0000166	423504
GO:0000166	423612
GO:0000166	423669
GO:0000166	423688
GO:0000166	423697
GO:0000166	423787
GO:0000166	423871
GO:0000166	424015
GO:0000166	424059
GO:0000166	424144
GO:0000166	424226
GO:0000166	424390
GO:0000166	424597
GO:0000166	424611
GO:0000166	424779
GO:0000166	424897
GO:0000166	424900
GO:0000166	424901
GO:0000166	425626
GO:0000166	425909
GO:0000166	426673
GO:0000166	426988
GO:0000166	427156
GO:0000166	427243
GO:0000166	427272
GO:0000166	427317
GO:0000166	427651
GO:0000166	427672
GO:0000166	427788
GO:0000166	427864
GO:0000166	427918
GO:0000166	428251
GO:0000166	428281
GO:0000166	428352
GO:0000166	428537
GO:0000166	428579
GO:0000166	428806
GO:0000166	428878
GO:0000166	428927
GO:0000166	429035
GO:0000166	429100
GO:0000166	430889
GO:0000166	431043
GO:0000166	431608
GO:0000166	431669
GO:0000166	432370
GO:0000166	768990
GO:0000166	769780
GO:0000166	776816
GO:0000166	777583
GO:0000166	100359387
GO:0000166	100529061
GO:0000166	100857247
GO:0000166	100857742
GO:0000166	100857997
GO:0000166	100859604
GO:0000166	100996929
GO:0000166	101752182
GO:0000175	422733
GO:0000175	429172
GO:0000177	423697
GO:0000178	423697
GO:0000182	395858
GO:0000182	769754
GO:0000184	416704
GO:0000184	419688
GO:0000184	422214
GO:0000184	427379
GO:0000186	373977
GO:0000186	395499
GO:0000186	396245
GO:0000186	396413
GO:0000186	428537
GO:0000187	374001
GO:0000187	378783
GO:0000187	395485
GO:0000187	395815
GO:0000187	396081
GO:0000187	396094
GO:0000187	396349
GO:0000187	418090
GO:0000187	497270
GO:0000188	395642
GO:0000209	396282
GO:0000209	416842
GO:0000209	420909
GO:0000209	421109
GO:0000209	421373
GO:0000209	421788
GO:0000209	423185
GO:0000209	423815
GO:0000209	423903
GO:0000209	425091
GO:0000209	426918
GO:0000209	428445
GO:0000209	430767
GO:0000209	100538349
GO:0000213	415965
GO:0000214	415965
GO:0000214	423131
GO:0000217	395724
GO:0000217	396232
GO:0000217	396482
GO:0000217	415577
GO:0000217	421291
GO:0000220	395474
GO:0000224	420655
GO:0000226	374193
GO:0000226	374224
GO:0000226	374260
GO:0000226	395134
GO:0000226	395135
GO:0000226	395204
GO:0000226	395587
GO:0000226	395753
GO:0000226	395823
GO:0000226	396020
GO:0000226	396057
GO:0000226	396095
GO:0000226	396100
GO:0000226	396203
GO:0000226	396254
GO:0000226	396368
GO:0000226	396402
GO:0000226	396416
GO:0000226	396426
GO:0000226	396427
GO:0000226	415544
GO:0000226	415631
GO:0000226	416597
GO:0000226	416598
GO:0000226	416694
GO:0000226	417255
GO:0000226	417317
GO:0000226	417334
GO:0000226	417477
GO:0000226	417839
GO:0000226	418166
GO:0000226	419009
GO:0000226	419150
GO:0000226	419263
GO:0000226	419268
GO:0000226	419288
GO:0000226	419968
GO:0000226	420668
GO:0000226	420883
GO:0000226	421037
GO:0000226	421105
GO:0000226	421169
GO:0000226	421237
GO:0000226	421481
GO:0000226	421626
GO:0000226	421689
GO:0000226	421716
GO:0000226	423211
GO:0000226	423213
GO:0000226	424471
GO:0000226	424675
GO:0000226	424873
GO:0000226	426238
GO:0000226	427156
GO:0000226	429035
GO:0000226	431043
GO:0000226	100857247
GO:0000228	373961
GO:0000228	373969
GO:0000228	373984
GO:0000228	374074
GO:0000228	374236
GO:0000228	374246
GO:0000228	374260
GO:0000228	395122
GO:0000228	395134
GO:0000228	395135
GO:0000228	395351
GO:0000228	395352
GO:0000228	395390
GO:0000228	395411
GO:0000228	395555
GO:0000228	395598
GO:0000228	395635
GO:0000228	395670
GO:0000228	395715
GO:0000228	395724
GO:0000228	395767
GO:0000228	395858
GO:0000228	396074
GO:0000228	396086
GO:0000228	396185
GO:0000228	396198
GO:0000228	396232
GO:0000228	396384
GO:0000228	396482
GO:0000228	404538
GO:0000228	415548
GO:0000228	415577
GO:0000228	415942
GO:0000228	416909
GO:0000228	417019
GO:0000228	417226
GO:0000228	417229
GO:0000228	417563
GO:0000228	417762
GO:0000228	417844
GO:0000228	417947
GO:0000228	417950
GO:0000228	417955
GO:0000228	418140
GO:0000228	419106
GO:0000228	419169
GO:0000228	421724
GO:0000228	421799
GO:0000228	421993
GO:0000228	422014
GO:0000228	422169
GO:0000228	423328
GO:0000228	423445
GO:0000228	423567
GO:0000228	423688
GO:0000228	423902
GO:0000228	423933
GO:0000228	424316
GO:0000228	424673
GO:0000228	424756
GO:0000228	426109
GO:0000228	426361
GO:0000228	426381
GO:0000228	426617
GO:0000228	427881
GO:0000228	428269
GO:0000228	430764
GO:0000228	431605
GO:0000228	693250
GO:0000228	693254
GO:0000228	723780
GO:0000228	769489
GO:0000228	769677
GO:0000228	770846
GO:0000228	107055370
GO:0000235	374224
GO:0000235	419968
GO:0000242	395204
GO:0000242	396460
GO:0000244	426667
GO:0000245	373923
GO:0000245	374111
GO:0000245	419901
GO:0000245	425070
GO:0000245	427379
GO:0000245	431605
GO:0000253	395172
GO:0000254	422423
GO:0000266	395222
GO:0000266	395313
GO:0000266	415610
GO:0000266	423815
GO:0000266	424900
GO:0000268	418299
GO:0000270	395708
GO:0000270	396218
GO:0000270	430102
GO:0000271	395097
GO:0000271	395140
GO:0000271	395594
GO:0000271	396436
GO:0000271	418090
GO:0000271	427564
GO:0000271	427864
GO:0000276	807647
GO:0000278	373954
GO:0000278	374047
GO:0000278	374049
GO:0000278	374050
GO:0000278	374071
GO:0000278	374074
GO:0000278	374224
GO:0000278	374246
GO:0000278	374260
GO:0000278	386582
GO:0000278	395097
GO:0000278	395098
GO:0000278	395134
GO:0000278	395135
GO:0000278	395246
GO:0000278	395376
GO:0000278	395499
GO:0000278	395555
GO:0000278	395570
GO:0000278	395587
GO:0000278	395815
GO:0000278	395823
GO:0000278	395855
GO:0000278	395858
GO:0000278	395869
GO:0000278	395917
GO:0000278	395966
GO:0000278	396020
GO:0000278	396086
GO:0000278	396158
GO:0000278	396167
GO:0000278	396172
GO:0000278	396193
GO:0000278	396244
GO:0000278	396249
GO:0000278	396252
GO:0000278	396254
GO:0000278	396258
GO:0000278	396270
GO:0000278	396282
GO:0000278	396295
GO:0000278	396341
GO:0000278	396361
GO:0000278	396368
GO:0000278	396426
GO:0000278	396427
GO:0000278	404271
GO:0000278	408252
GO:0000278	415400
GO:0000278	415544
GO:0000278	415548
GO:0000278	415577
GO:0000278	415745
GO:0000278	416597
GO:0000278	416694
GO:0000278	416842
GO:0000278	417255
GO:0000278	417317
GO:0000278	417477
GO:0000278	417653
GO:0000278	418090
GO:0000278	418166
GO:0000278	418910
GO:0000278	419150
GO:0000278	419268
GO:0000278	419329
GO:0000278	419535
GO:0000278	419968
GO:0000278	420017
GO:0000278	420362
GO:0000278	420487
GO:0000278	420668
GO:0000278	420883
GO:0000278	421037
GO:0000278	421169
GO:0000278	421291
GO:0000278	421373
GO:0000278	421481
GO:0000278	421716
GO:0000278	422787
GO:0000278	423213
GO:0000278	423688
GO:0000278	423970
GO:0000278	424216
GO:0000278	424356
GO:0000278	425073
GO:0000278	426117
GO:0000278	426238
GO:0000278	427156
GO:0000278	427918
GO:0000278	428269
GO:0000278	428445
GO:0000278	428673
GO:0000278	429035
GO:0000278	431043
GO:0000278	431608
GO:0000278	497270
GO:0000278	693254
GO:0000278	768853
GO:0000278	776036
GO:0000278	777014
GO:0000278	100857247
GO:0000278	101752182
GO:0000280	374047
GO:0000280	374074
GO:0000280	374197
GO:0000280	374260
GO:0000280	395097
GO:0000280	395134
GO:0000280	395135
GO:0000280	395245
GO:0000280	395561
GO:0000280	395570
GO:0000280	395858
GO:0000280	395917
GO:0000280	395966
GO:0000280	396086
GO:0000280	396147
GO:0000280	396167
GO:0000280	396172
GO:0000280	396193
GO:0000280	396249
GO:0000280	396270
GO:0000280	396341
GO:0000280	396484
GO:0000280	415400
GO:0000280	415544
GO:0000280	415577
GO:0000280	415745
GO:0000280	416597
GO:0000280	416842
GO:0000280	417229
GO:0000280	417317
GO:0000280	417642
GO:0000280	418090
GO:0000280	418910
GO:0000280	419150
GO:0000280	419268
GO:0000280	419535
GO:0000280	419968
GO:0000280	420668
GO:0000280	420798
GO:0000280	421481
GO:0000280	422787
GO:0000280	423213
GO:0000280	423970
GO:0000280	426117
GO:0000280	427918
GO:0000280	428537
GO:0000280	428673
GO:0000280	431608
GO:0000280	431669
GO:0000280	497270
GO:0000280	693254
GO:0000280	771417
GO:0000280	776036
GO:0000280	777014
GO:0000280	100857997
GO:0000280	101751277
GO:0000281	395869
GO:0000281	396270
GO:0000281	419150
GO:0000281	419535
GO:0000281	421481
GO:0000281	423213
GO:0000281	428673
GO:0000287	386579
GO:0000287	395080
GO:0000287	395417
GO:0000287	395570
GO:0000287	395653
GO:0000287	395689
GO:0000287	395863
GO:0000287	396016
GO:0000287	396017
GO:0000287	396193
GO:0000287	396211
GO:0000287	396368
GO:0000287	396456
GO:0000287	416521
GO:0000287	418639
GO:0000287	418675
GO:0000287	420034
GO:0000287	420105
GO:0000287	421007
GO:0000287	423408
GO:0000287	423421
GO:0000287	426126
GO:0000287	427864
GO:0000287	427918
GO:0000287	428579
GO:0000287	769677
GO:0000287	771113
GO:0000287	100996929
GO:0000288	422733
GO:0000288	429172
GO:0000289	422733
GO:0000289	429172
GO:0000290	422733
GO:0000291	422733
GO:0000302	395277
GO:0000302	395337
GO:0000302	395938
GO:0000302	395983
GO:0000302	396021
GO:0000302	396027
GO:0000302	396089
GO:0000302	396212
GO:0000302	396282
GO:0000302	396437
GO:0000302	396512
GO:0000302	404271
GO:0000302	417044
GO:0000302	418546
GO:0000302	424598
GO:0000302	425003
GO:0000302	427272
GO:0000302	428264
GO:0000302	100859748
GO:0000303	395938
GO:0000303	396212
GO:0000303	424598
GO:0000305	395938
GO:0000305	396212
GO:0000305	424598
GO:0000306	415678
GO:0000307	374047
GO:0000307	396167
GO:0000307	396172
GO:0000307	396341
GO:0000307	415400
GO:0000307	417226
GO:0000307	426117
GO:0000313	418274
GO:0000313	421121
GO:0000313	422122
GO:0000313	427307
GO:0000313	427978
GO:0000313	772313
GO:0000314	422122
GO:0000314	427978
GO:0000315	418274
